device_id,LocationCode,device_ip,sdk_ts,latitude,longitude,accuracy,country,Geohash
FeleeuGxRGK0iPGYSQy+Mg==,A412,asN72g==,2021-03-04 02:40:08 UTC,28.46667,77.03333,2,IN,ttncby
IhG+cr0pRvWGO06Kt0tIvQ==,A153,nSRJSQ==,2021-03-03 07:46:06 UTC,28.46667,77.03333,8,IN,ttncby
IhG+cr0pRvWGO06Kt0tIvQ==,A278,nSRJSQ==,2021-03-03 07:46:06 UTC,28.46667,77.03333,8,IN,ttncby
IhG+cr0pRvWGO06Kt0tIvQ==,A412,nSRJSQ==,2021-03-03 07:46:06 UTC,28.46667,77.03333,8,IN,ttncby
csefUCiCTyGBT2cDid9Ggg==,A153,ASbLTg==,2021-03-04 16:56:56 UTC,28.46667,77.03333,7,IN,ttncby
csefUCiCTyGBT2cDid9Ggg==,A278,ASbLTg==,2021-03-04 16:56:56 UTC,28.46667,77.03333,7,IN,ttncby
csefUCiCTyGBT2cDid9Ggg==,A412,ASbLTg==,2021-03-04 16:56:56 UTC,28.46667,77.03333,7,IN,ttncby
C7cLKSvRQ3WkPEjS9dLkhQ==,A153,3+NDfQ==,2021-03-04 14:00:31 UTC,28.46667,77.03333,6,IN,ttncby
C7cLKSvRQ3WkPEjS9dLkhQ==,A278,3+NDfQ==,2021-03-04 14:00:31 UTC,28.46667,77.03333,6,IN,ttncby
C7cLKSvRQ3WkPEjS9dLkhQ==,A412,3+NDfQ==,2021-03-04 14:00:31 UTC,28.46667,77.03333,6,IN,ttncby
TVLY1OkwSI+iHItcWmhYjg==,A153,373Law==,2021-03-04 12:49:00 UTC,28.46667,77.03333,3,IN,ttncby
TVLY1OkwSI+iHItcWmhYjg==,A278,373Law==,2021-03-04 12:49:00 UTC,28.46667,77.03333,3,IN,ttncby
TVLY1OkwSI+iHItcWmhYjg==,A412,373Law==,2021-03-04 12:49:00 UTC,28.46667,77.03333,3,IN,ttncby
acbALejyT8iSo6sndzBxCw==,A153,373vVw==,2021-03-03 15:49:13 UTC,28.46667,77.03333,2,IN,ttncby
acbALejyT8iSo6sndzBxCw==,A278,373vVw==,2021-03-03 15:49:13 UTC,28.46667,77.03333,2,IN,ttncby
acbALejyT8iSo6sndzBxCw==,A412,373vVw==,2021-03-03 15:49:13 UTC,28.46667,77.03333,2,IN,ttncby
am65ls0BTNy4C9qaRdNujA==,A153,Z1gDNA==,2021-03-03 16:51:14 UTC,28.46667,77.03333,10,IN,ttncby
am65ls0BTNy4C9qaRdNujA==,A278,Z1gDNA==,2021-03-03 16:51:14 UTC,28.46667,77.03333,10,IN,ttncby
am65ls0BTNy4C9qaRdNujA==,A412,Z1gDNA==,2021-03-03 16:51:14 UTC,28.46667,77.03333,10,IN,ttncby
EDPjt25bTqCGWWA2eVfHJw==,A153,Lx+UCQ==,2021-03-04 14:37:01 UTC,28.46667,77.03333,4,IN,ttncby
EDPjt25bTqCGWWA2eVfHJw==,A278,Lx+UCQ==,2021-03-04 14:37:01 UTC,28.46667,77.03333,4,IN,ttncby
EDPjt25bTqCGWWA2eVfHJw==,A412,Lx+UCQ==,2021-03-04 14:37:01 UTC,28.46667,77.03333,4,IN,ttncby
wmQ59/XKSciaCH7r91VyZQ==,A153,3+zJMQ==,2021-03-02 07:27:34 UTC,28.46667,77.03333,8,IN,ttncby
wmQ59/XKSciaCH7r91VyZQ==,A278,3+zJMQ==,2021-03-02 07:27:34 UTC,28.46667,77.03333,8,IN,ttncby
wmQ59/XKSciaCH7r91VyZQ==,A412,3+zJMQ==,2021-03-02 07:27:34 UTC,28.46667,77.03333,8,IN,ttncby
HVmsxnvES4iSvhqBXQYeuw==,A153,asQiyg==,2021-03-04 13:12:32 UTC,28.46667,77.03333,8,IN,ttncby
HVmsxnvES4iSvhqBXQYeuw==,A278,asQiyg==,2021-03-04 13:12:32 UTC,28.46667,77.03333,8,IN,ttncby
HVmsxnvES4iSvhqBXQYeuw==,A412,asQiyg==,2021-03-04 13:12:32 UTC,28.46667,77.03333,8,IN,ttncby
wM0k+oMqRZiAOSVPGOpDXg==,A153,nSQu3A==,2021-03-04 14:19:00 UTC,28.46667,77.03333,5,IN,ttncby
wM0k+oMqRZiAOSVPGOpDXg==,A278,nSQu3A==,2021-03-04 14:19:00 UTC,28.46667,77.03333,5,IN,ttncby
wM0k+oMqRZiAOSVPGOpDXg==,A412,nSQu3A==,2021-03-04 14:19:00 UTC,28.46667,77.03333,5,IN,ttncby
wOiBKuMOQieirw/g0i9H4A==,A153,asNp+Q==,2021-03-03 17:15:52 UTC,28.46667,77.03333,1,IN,ttncby
